Date,District,Estate,Price,Unit Address,Floor,Block,Room,Area,x,y
15/9/2021,Ma On Shan,Park Belvedere,8.63,TOWER 2 7/F Room C,7,TOWER 2,C,881,842020,831242
15/9/2021,Tuen Mun Castle Peak Road,Hong Kong Gold Coast,5.45,BLOCK 5 3/F Room C,3,BLOCK 5,C,610,817485,825474
15/9/2021,Tuen Mun,Kam Fai Garden,5.96,BLOCK 1 1#/F Room G,1,BLOCK 1,G,691,816094,827166
15/9/2021,Tsuen Wan Sham Tseng,Sea Crest Villa,5.14,BLOCK 4 1#/F Room B,1,BLOCK 4,B,572,823897,825269
15/9/2021,Tin Shui Wai,Kingswood Villas,5.5,LYNWOOD BLOCK 10 1#/F Room F,1,LYNWOOD BLOCK 10,F,576,818020,835420
15/9/2021,Tseung Kwan O,Ocean Shores,9.5,TOWER 1 2#/F Room H,2,TOWER 1,H,695,844322,817975
15/9/2021,Tsuen Wan Sham Tseng,Ocean Pointe,11.63,TOWER 2 5#/F Room A,5,TOWER 2,A,1088,824509,825154
15/9/2021,Yuen Long,Jing Ying Mansion,3.98,6/F Room D,6,,D,460,820883.5,834044.6
15/9/2021,Ma On Shan,Ma On Shan Centre,6.55,TOWER 1 4/F Room A,4,TOWER 1,A,626,842015,831801
15/9/2021,Yuen Long,Beauty Court,5.85,BLOCK 2 8/F Room G,8,BLOCK 2,G,649,817741,832706
15/9/2021,Tai Wai,World-Wide Gardens,32.68,BLOCK 2--CYPRESS COURT 1#/F Room A,1,BLOCK 2--CYPRESS COURT,A,2500,836509,825006
15/9/2021,Tuen Mun Castle Peak Road,Avignon,12.5,TOWER 6 2/F Room C,2,TOWER 6,C,1195,818020,826149
15/9/2021,Lohas Park District,Lohas Park,9.8,LE PRESTIGE TOWER 5 5#/F Room LC,5,LE PRESTIGE TOWER 5,LC,961,846101,817181
15/9/2021,Tung Chung,Century Link,6.55,PHASE 1 TOWER 5B 2#/F Room 3,2,PHASE 1 TOWER 5B,3,468,812822,817421
15/9/2021,Tseung Kwan O,Chung Ming Court,4.77,KOON MING HOUSE--BLOCK E 2#/F Room 10,2,KOON MING HOUSE--BLOCK E,10,710,845218,819803
15/9/2021,Tseung Kwan O,Metro City,9.9,PHASE III TOWER 4 4#/F Room G,4,PHASE III TOWER 4,G,866,844647,820468
15/9/2021,ShaTin,SHATIN NEW TOWN,5.8,BLOCK B2 1#/F Room E,1,BLOCK B2,E,436,815823,827972
15/9/2021,Yuen Long,Kui Fat Building,5.05,TOWER I 1#/F Room G,1,TOWER I,G,561,821178,833760
15/9/2021,Yuen Long,Fung Cheung Building,4.4,1#/F Room C,1,,C,459,821432,833672
15/9/2021,Tin Shui Wai,Wetland Seasons Park,9.9,VILLA 2 2/F Room B,2,VILLA 2,B,767,818767,836459
15/9/2021,Tuen Mun Castle Peak Road,Emerald Bay,5.29,TOWER 2A 1#/F Room G,1,TOWER 2A,G,322,818039,825857
15/9/2021,Tuen Mun Castle Peak Road,Emerald Bay,3.61,TOWER 5 6/F Room J,6,TOWER 5,J,223,818055,825859
15/9/2021,Tin Shui Wai,Wetland Seasons Park,8.97,TOWER 3 1#/F Room A1,1,TOWER 3,A1,721,818518,836444
15/9/2021,Tung Chung,Century Link,5.95,PHASE 1 TOWER 3A 2#/F Room 8,2,PHASE 1 TOWER 3A,8,377,812863,817457
15/9/2021,Fotan,Scenery Garden,5.3,BLOCK B 2#/F Room 1,2,BLOCK B,1,522,837860,828293
15/9/2021,Tsuen Wan,Sheung Chui Court,6.58,BLOCK C 1#/F Room 7,1,BLOCK C,7,438,830446,825334
15/9/2021,Tin Shui Wai,Wetland Seasons Park,6.01,TOWER 3 2/F Room A1,2,TOWER 3,A1,460,818518,836444
15/9/2021,Tsuen Wan,Tsuen Wan Centre,4.93,BLOCK 9--NANKING HOUSE 1#/F Room A,1,BLOCK 9--NANKING HOUSE,A,525,829191,826563
15/9/2021,Tin Shui Wai,Wetland Seasons Park,13.14,VILLA 3 2/F Room C,2,VILLA 3,C,957,818772,836440
15/9/2021,Tin Shui Wai,Wetland Seasons Park,5.75,TOWER 5 8/F Room A2,8,TOWER 5,A2,427,818545,836409
15/9/2021,Tin Shui Wai,Wetland Seasons Park,5.44,TOWER 3 1#/F Room B3,1,TOWER 3,B3,367,818518,836444
15/9/2021,Tin Shui Wai,Wetland Seasons Park,4.74,TOWER 3 8/F Room B3,8,TOWER 3,B3,367,818518,836444
15/9/2021,Tsuen Wan,Luk Yeung Sun Chuen,5.98,BLOCK C 2#/F Room 3,2,BLOCK C,3,518,830462,826096
15/9/2021,Tseung Kwan O,Residence Oasis,8.38,TOWER 1 2#/F Room G,2,TOWER 1,G,661,845275,819693
14/9/2021,Kwai Chung,Victory Garden,4.3,2#/F Room E,2,,E,326,832335,825286
14/9/2021,Ma On Shan,The.Met.Blossom,5.7,TOWER 2 1#/F Room B07,1,TOWER 2,B07,293,846360,817150
14/9/2021,Yuen Long,Atrium House,5.3,3/F Room B6,3,,B6,325,820373,833162
14/9/2021,Yuen Long,Grand YOHO,9.55,PHASE 1 TOWER 2 4#/F Room H,4,PHASE 1 TOWER 2,H,514,821888.637,833984.3869
14/9/2021,Yuen Long,Scenic Garden,5.2,BLOCK 3 1#/F Room D,1,BLOCK 3,D,625,819796,833469
14/9/2021,Fan Ling,Dawning Views,5.58,BLOCK 10 1#/F Room H,1,BLOCK 10,H,535,832920,838648
14/9/2021,Tsing Yi,Greenfield Garden,5.82,TOWER 1 2#/F Room F,2,TOWER 1,F,485,835101,820031
14/9/2021,Ma On Shan,Villa Oceania,9.45,BLOCK 8 1#/F Room C,1,BLOCK 8,C,750,842079,831928
14/9/2021,Tung Chung,Century Link,6.25,PHASE 2 TOWER 2A 2#/F Room 5,2,PHASE 2 TOWER 2A,5,379,812910,817496
14/9/2021,Tsing Yi,Grand Horizon,8,BLOCK 1 4#/F Room H,4,BLOCK 1,H,676,829317,823675
14/9/2021,Tin Shui Wai,Tin Fu Court,4.63,BLOCK C 3#/F Room 4,3,BLOCK C,4,829,817895,836004
14/9/2021,Tuen Mun,Glorious Garden,4.44,BLOCK 10 1#/F Room H,1,BLOCK 10,H,695,814502,827088
14/9/2021,Yuen Long,Yuccie Square,7.55,TOWER 3 7/F Room D,7,TOWER 3,D,426,820968,834113
14/9/2021,Tuen Mun,Tuen Mun Town Plaza,5.95,TOWER 3 1#/F Room E,1,TOWER 3,E,548,837451,826787
14/9/2021,Tseung Kwan O,Oscar By The Sea,8.45,BLOCK 5 4#/F Room C,4,BLOCK 5,C,695,845550,818713
14/9/2021,Tuen Mun,Regency Bay,6.43,TOWER 2 3/F Room G,3,TOWER 2,G,297,815043,826920
14/9/2021,Tuen Mun,Siu Hong Court,4.82,SIU PING HOUSE--BLOCK N 2#/F Room 1,2,SIU PING HOUSE--BLOCK N,1,541,815834,830460
14/9/2021,Tsuen Wan Sham Tseng,Hong Kong Garden,9.65,BLOCK 20 1#/F Room D,1,BLOCK 20,D,1328,822215,824769
14/9/2021,Tsuen Wan,Tsuen King Garden,6.46,TOWER 8 1#/F Room B,1,TOWER 8,B,521,829321,826512
14/9/2021,Tuen Mun,Parkland Villas,5.97,BLOCK 5 1#/F Room A,1,BLOCK 5,A,548,816153,830147
17/12/2021,Tai Wo,Serenity Park,5.28,BLOCK 5 3/F Room B,3,BLOCK 5,B,471,834614,834918
17/12/2021,Tai Po,Richwood Park,7.6,BLOCK 15 4/F Room B,4,BLOCK 15,B,822,838236,836085
17/12/2021,Tsuen Wan,Allway Gardens,5,BLOCK R 3#/F Room 4,3,BLOCK R,4,607,828795,826702
17/12/2021,Tsuen Wan,Clague Garden Estate,6.98,TOWER B 3#/F Room E,3,TOWER B,E,624,829408,825684
17/12/2021,Tuen Mun,Sun Tuen Mun Centre,5.68,BLOCK 1 7/F Room D,7,BLOCK 1,D,620,814323,826923
17/12/2021,Tseung Kwan O,Ocean Shores,7.9,TOWER 3 3/F Room F,3,TOWER 3,F,692,844244,817974
17/12/2021,ShaTin,Castello,8.49,BLOCK 8 2#/F Room A,2,BLOCK 8,A,718,840252,827112
17/12/2021,Yuen Long,The Spectra,6.68,TOWER 2 2#/F Room K,2,TOWER 2,K,363,820807,834314
17/12/2021,Tin Shui Wai,Central Park Towers,5.98,TOWER 8 1#/F Room A,1,TOWER 8,A,668,818214,835588
14/9/2021,Tsing Yi,Grand Horizon,6.56,BLOCK 1 2#/F Room E,2,BLOCK 1,E,495,829317,823675
14/9/2021,Tsuen Wan,Primrose hill,9.1,TOWER 2 3#/F Room A,3,TOWER 2,A,822,831436,825885
14/9/2021,Tung Chung,Caribbean Coast,10.5,TOWER 6 5/F Room A,5,TOWER 6,A,1139,812795,817057
14/9/2021,Tseung Kwan O,On Ning Garden,6.1,BLOCK 2 1#/F Room H,1,BLOCK 2,H,510,845183,819665
14/9/2021,Tung Chung,Century Link,8.9,PHASE 2 TOWER 1B 1#/F Room 3,1,PHASE 2 TOWER 1B,3,641,812910,817496
14/9/2021,Ma On Shan,The.Met.Blossom,5.68,TOWER 1 2#/F Room A06,2,TOWER 1,A06,283,846295,817163
14/9/2021,Tsuen Wan,Serenade Cove,7.98,TOWER A 3#/F Room 7,3,TOWER A,7,754,828662,825905
14/9/2021,Tai Po,Mayfair By The Sea 8,16.85,TOWER 2 1#/F Room A,1,TOWER 2,A,1008,839447,832113
14/9/2021,Tai Po,Mayfair By The Sea 8,19.18,TOWER 1 3/F Room A,3,TOWER 1,A,1238,839390,832020
14/9/2021,Tai Wai,The Riverpark,18.8,TOWER 5 1#/F Room C,1,TOWER 5,C,1339,837200,826202
14/9/2021,Tsuen Wan,IndiHome,6,2#/F Room 7,2,,7,433,830243,825229
14/9/2021,Tin Shui Wai,Kingswood Villas,5.83,KENSWOOD BLOCK 7 9/F Room H,9,KENSWOOD BLOCK 7,H,704,818020,835420
14/9/2021,Tseung Kwan O,Park Central,8.97,TOWER 12 3#/F Room A,3,TOWER 12,A,620,844616,818754
14/9/2021,Tsuen Wan,Bayview Garden,8.6,BLOCK 2 2#/F Room G,2,BLOCK 2,G,858,828229,825560
14/9/2021,Yuen Long,The Spectra,9.85,TOWER 2 2#/F Room F,2,TOWER 2,F,622,820807,834314
14/9/2021,Tsing Yi,Mayfair Gardens,5.15,BLOCK 5 7/F Room B,7,BLOCK 5,B,520,829145,822807
14/9/2021,ShaTin,City One Shatin,6.4,BLOCK 2 1#/F Room D,1,BLOCK 2,D,395,839034,827652
14/9/2021,Ma On Shan,The.Met.Bliss,4.06,TOWER 1 3/F Room B01,3,TOWER 1,B01,230,846295,817163
14/9/2021,Tuen Mun,2GERHER,5.9,NORTH WING 5/F Room C,5,NORTH WING,C,388,815554,828223
14/9/2021,Tuen Mun,Beneville,6.5,BLOCK 3 2#/F Room H,2,BLOCK 3,H,578,816413,830302
14/9/2021,Tsing Yi,Rambler Crest,5.8,TOWER 1 2#/F Room F,2,TOWER 1,F,683,829351,822573
14/9/2021,Tuen Mun,Tai Hing Gardens,5.75,PHASE 2 TOWER 1 9/F Room G,9,PHASE 2 TOWER 1,G,583,815106,828945
14/9/2021,Tsuen Wan,Tsuen Wan Centre,5,BLOCK 7--SHANGHAI HOUSE 1#/F Room E,1,BLOCK 7--SHANGHAI HOUSE,E,642,829148,826543
14/9/2021,Tai Po,Mayfair By The Sea,20,TOWER 17 7/F Room A,7,TOWER 17,A,1400,839379,832065
14/9/2021,Tseung Kwan O,Metro City,7.58,PHASE II TOWER 3 9/F Room A,9,PHASE II TOWER 3,A,617,844647,820468
14/9/2021,Fan Ling,Avon Park,5.4,BLOCK 1 8/F Room D,8,BLOCK 1,D,572,832515.1,840660.2
14/9/2021,Tsuen Wan,Discovery Park,8.15,BLOCK 8 3#/F Room B,3,BLOCK 8,B,593,829615,826357
14/9/2021,Discovery Bay,Discovery Bay,7.4,BLOSSOM COURT 1#/F Room F,1,BLOSSOM COURT,F,814,820578,817418
14/9/2021,Tsuen Wan,Vision City,14.38,TOWER 1 6#/F Room B,6,TOWER 1,B,897,829725,825613
14/9/2021,Ma On Shan,Sunshine City,6.8,BLOCK H 2#/F Room 7,2,BLOCK H,7,495,841864,831600
14/9/2021,Tseung Kwan O,Park Central,8.08,TOWER 10 3#/F Room F,3,TOWER 10,F,546,844550,818730
14/9/2021,Tseung Kwan O,The Wings,7.98,OCEAN WINGS TOWER 7A 1#/F Room E,1,OCEAN WINGS TOWER 7A,E,380,844934,818326
14/9/2021,Sheung Shui,Yuk Po Court,5.1,SEUNG WU HOUSE--BLOCK G 1#/F Room 8,1,SEUNG WU HOUSE--BLOCK G,8,677,831268,840016
14/9/2021,Sai Kung,The Mediterranean,31.9,TOWER 1 8/F Room F,8,TOWER 1,F,1420,846075,827473
14/9/2021,Yuen Long,The Parcville,6.75,BLOCK 9--TOWER 9 1#/F Room H,1,BLOCK 9--TOWER 9,H,606,821361,834524
14/9/2021,Fotan,Royal Ascot,14.58,BLOCK 8 3#/F Room B,3,BLOCK 8,B,1127,838874,829088
14/9/2021,Tuen Mun,Tai Hing Gardens,6,PHASE 2 TOWER 3 2#/F Room E,2,PHASE 2 TOWER 3,E,753,815106,828945
14/9/2021,Yuen Long,Yoho Town,7.96,TOWER 9 3#/F Room F,3,TOWER 9,F,595,821852,833612
14/9/2021,Tsuen Wan,Harmony Garden,6.78,BLOCK 1 7/F Room C,7,BLOCK 1,C,595,843658,814106
14/9/2021,Yuen Long,Grand Del Sol,8.68,BLOCK 13 9/F Room H,9,BLOCK 13,H,883,821451,833395
14/9/2021,Yuen Long,Tai Hang Building,4,BLOCK A 1#/F Room A8,1,BLOCK A,A8,446,821121,834107
14/9/2021,Tseung Kwan O,Bauhinia Garden,6.06,TOWER 8 3#/F Room G,3,TOWER 8,G,568,835588,815277
14/9/2021,Tsuen Wan,Chelsea Court,6.7,TOWER B1--TOWER WEST 2#/F Room B,2,TOWER B1--TOWER WEST,B,496,830078,825288
14/9/2021,Fotan,Jubilee Garden,6.58,BLOCK 5 6/F Room B,6,BLOCK 5,B,623,838674,828745
14/9/2021,Tin Shui Wai,Kingswood Villas,5.75,LYNWOOD BLOCK 5 1#/F Room C,1,LYNWOOD BLOCK 5,C,709,818020,835420
14/9/2021,ShaTin,Shatin Centre,6.3,KAI NING BUILDING--BLOCK C 1#/F Room C,1,KAI NING BUILDING--BLOCK C,C,452,837662,826989
14/9/2021,Tseung Kwan O,The Wings,11.38,THE WINGS TOWER 3 2#/F Room E,2,THE WINGS TOWER 3,E,697,844767,818763
14/9/2021,Tuen Mun,Lee Bo Building,3.2,9/F Room E,9,,E,363,815912,827705
14/9/2021,Tai Po,Plover Cove Garden,7.98,BLOCK D 7/F Room 3,7,BLOCK D,3,677,835429,834399
14/9/2021,Tsuen Wan Sham Tseng,Bellagio,11.5,TOWER 1 6#/F Room G,6,TOWER 1,G,1121,824429,825162
14/9/2021,Lohas Park District,Lohas Park,9.48,LA SPLENDEUR OF LE PRESTIGE TOWER 11 6#/F Room RB,6,LA SPLENDEUR OF LE PRESTIGE TOWER 11,RB,897,846178,817287
14/9/2021,Tsing Yi,Grand Horizon,7.47,BLOCK 5 7/F Room H,7,BLOCK 5,H,681,829352,823717
14/9/2021,Tuen Mun Castle Peak Road,Hong Kong Gold Coast,6.4,BLOCK 8 2#/F Room C,2,BLOCK 8,C,700,817485,825474
14/9/2021,Yuen Long,Park Signature,6.2,TOWER 8 2#/F Room C,2,TOWER 8,C,459,820376,833091
14/9/2021,Tuen Mun,Siu Hong Court,4.78,SIU HO HOUSE--BLOCK M 1/F Room 3,1,SIU HO HOUSE--BLOCK M,3,664,815804,830445
14/9/2021,Tai Wai,Festival City,12.38,PHASE II TOWER 3 7/F Room SD,7,PHASE II TOWER 3,SD,903,836300,825800
14/9/2021,Tseung Kwan O,Ying Ming Court,5.33,MING TAT HOUSE--BLOCK C 1#/F Room 6,1,MING TAT HOUSE--BLOCK C,6,513,844603,820767
14/9/2021,Fan Ling,Avon Park,5.59,BLOCK 1 2#/F Room E,2,BLOCK 1,E,515,832515.1,840660.2
14/9/2021,Tsuen Wan,Chelsea Court,7.78,TOWER A2--TOWER SOUTH 2#/F Room D,2,TOWER A2--TOWER SOUTH,D,627,830078,825288
14/9/2021,Fan Ling,Commune Modern,5,TOWER 2 1#/F Room D,1,TOWER 2,D,294,832776,839888
14/9/2021,Tsuen Wan,Allway Gardens,6.1,BLOCK A 1#/F Room 8,1,BLOCK A,8,629,828754,826395
14/9/2021,Tseung Kwan O,Corinthia by the Sea,8.42,TOWER 8 3/F Room D,3,TOWER 8,D,453,844763,818349
14/9/2021,Lohas Park District,Lohas Park,9.68,THE CAPITOL TOWER 6 2#/F Room RB,2,THE CAPITOL TOWER 6,RB,903,846083,817561
14/9/2021,Tseung Kwan O,Park Central,8.85,TOWER 12 4#/F Room A,4,TOWER 12,A,620,844616,818754
14/9/2021,Tsuen Wan,Tsuen Wan Centre,4,BLOCK 17--TAI YUAN HOUSE 3/F Room D,3,BLOCK 17--TAI YUAN HOUSE,D,404,829152,826540
14/9/2021,ShaTin,City One Shatin,8.28,BLOCK 25 1/F Room C,1,BLOCK 25,C,870,839142,827552
14/9/2021,Tung Chung,The Visionary,14.48,TOWER 2 5/F Room A,5,TOWER 2,A,1114,813056,817450
14/9/2021,Tsuen Wan,Belvedere Garden,9.13,PHASE 3 BLOCK 3 3#/F Room D,3,PHASE 3 BLOCK 3,D,846,828502,825836
14/9/2021,Tai Wai,Golden Lion Garden,4.4,STAGE II GOLDEN COMFORT COURT--BLOCK D 4/F Room 1,4,STAGE II GOLDEN COMFORT COURT--BLOCK D,1,499,836706,825331
14/9/2021,Yuen Long,Healey Building,3.88,2#/F Room C,2,,C,323,820674,833934
14/9/2021,Tai Po,Solaria,13.12,TOWER 2 1/F Room C,1,TOWER 2,C,832,839144,832184
14/9/2021,Tin Shui Wai,Wetland Seasons Park,5.31,TOWER 2 1/F Room B1,1,TOWER 2,B1,437,818538,836467
14/9/2021,Tin Shui Wai,Wetland Seasons Park,6.07,TOWER 3 1#/F Room A5,1,TOWER 3,A5,409,818518,836444
14/9/2021,Tin Shui Wai,Wetland Seasons Park,5.75,TOWER 3 9/F Room B5,9,TOWER 3,B5,386,818518,836444
14/9/2021,Tin Shui Wai,Wetland Seasons Park,5.68,TOWER 3 8/F Room B8,8,TOWER 3,B8,414,818518,836444
14/9/2021,Tin Shui Wai,Wetland Seasons Park,13.64,VILLA 2 G/F Room A,,VILLA 2,A,1064,818767,836459
14/9/2021,Tseung Kwan O,La Cite Noble,8,BLOCK 3 2#/F Room G,2,BLOCK 3,G,775,845516,819457
14/9/2021,Tsing Yi,Tierra Verde,11.38,TOWER 12 2#/F Room C,2,TOWER 12,C,830,829115,824332
14/9/2021,Tsuen Wan,City Point,14.48,BLOCK 6 2#/F Room F,2,BLOCK 6,F,898,829891,824996
14/9/2021,Tin Shui Wai,Wetland Seasons Park,5.31,TOWER 5 6/F Room A6,6,TOWER 5,A6,420,818545,836409
14/9/2021,Tseung Kwan O,Park Central,8.95,TOWER 3 2#/F Room A,2,TOWER 3,A,617,844532,818641
14/9/2021,Ma On Shan,La Costa,8.5,BLOCK 1 3#/F Room D,3,BLOCK 1,D,635,840980,830441
14/9/2021,Tsing Yi,Broadview Garden,8,BLOCK 4 6/F Room F,6,BLOCK 4,F,781,828736,824218
14/9/2021,Tsing Yi,Tierra Verde,9.18,TOWER 10 1#/F Room A,1,TOWER 10,A,641,829057,824295
14/9/2021,Ma Wan,Park Island,6.38,BLOCK 10 5/F Room E,5,BLOCK 10,E,706,824357,823644
14/9/2021,Tin Shui Wai,Wetland Seasons Park,4.04,TOWER 2 1/F Room B5,1,TOWER 2,B5,315,818538,836467
14/9/2021,Tuen Mun,Chi Lok Fa Yuen,4,LOK WING YUEN--BLOCK 7 5/F Room B,5,LOK WING YUEN--BLOCK 7,B,517,815986,827542
14/9/2021,Tin Shui Wai,Wetland Seasons Park,5.25,TOWER 12 3/F Room A5,3,TOWER 12,A5,413,818702,836412
13/9/2021,Fan Ling,Wing Fok Centre,1,TOWER 4 2#/F Room J,2,TOWER 4,J,577,832510,840231
13/9/2021,ShaTin,Prima Villa,8,BLOCK 1 2#/F Room H,2,BLOCK 1,H,525,839003,826981
13/9/2021,Ma On Shan,Double Cove,8.6,PHASE 3 BLOCK 17 6/F Room F,6,PHASE 3 BLOCK 17,F,512,843066,832439
13/9/2021,Tseung Kwan O,Hong Sing Garden,5.1,BLOCK 1 4/F Room A,4,BLOCK 1,A,502,844052,820034
13/9/2021,Tung Chung,Yu Tung Court,4.53,BLOCK B 9/F Room 9,9,BLOCK B,9,861,812172,816521
13/9/2021,Tuen Mun,Siu Hei Court,3.9,WAN HEI HOUSE--BLOCK B 1/F Room 12,1,WAN HEI HOUSE--BLOCK B,12,462,814673,826030
13/9/2021,Yuen Long,Yoho Town,7.25,TOWER 5 3#/F Room G,3,TOWER 5,G,525,821852,833612
13/9/2021,Tai Wai,Mei Chung Court,4.48,LAI CHUNG HOUSE--BLOCK B 6/F Room 1,6,LAI CHUNG HOUSE--BLOCK B,1,714,835891,826827
13/9/2021,Tin Shui Wai,Kingswood Villas,5.38,CHESTWOOD BLOCK 2 8/F Room F,8,CHESTWOOD BLOCK 2,F,573,818020,835420
13/9/2021,Ma Wan,Park Island,8.4,BLOCK 6 1#/F Room B,1,BLOCK 6,B,878,824449,823766
13/9/2021,Tai Po,Solaria,11.44,TOWER 8 1#/F Room E,1,TOWER 8,E,595,839249,832245
13/9/2021,Tung Chung,Coastal Skyline,6.45,BLOCK 6 1#/F Room G,1,BLOCK 6,G,550,812405,816935
13/9/2021,Tseung Kwan O,Tong Ming Court,6.38,TONG FAI HOUSE--BLOCK A 1#/F Room 8,1,TONG FAI HOUSE--BLOCK A,8,861,844471,818775
13/9/2021,Tai Po,Mont Vert,6.86,TOWER 8 1#/F Room D,1,TOWER 8,D,501,836540,836273
13/9/2021,Yuen Long,Chee King Garden,6.97,1#/F Room A,1,,A,911,821253,833513
13/9/2021,Tsuen Wan,Vision City,11.38,TOWER 5 5#/F Room E,5,TOWER 5,E,668,829802,825713
13/9/2021,Tsuen Wan,City Point,13.11,BLOCK 2 1#/F Room B,1,BLOCK 2,B,750,829783,825068
13/9/2021,ShaTin,Hilton Plaza,2.55,BLOCK A 1#/F Room 5,1,BLOCK A,5,437,837293,826653
13/9/2021,Fan Ling,Fanling Centre,6.48,PHASE I BLOCK D 1#/F Room 3,1,PHASE I BLOCK D,3,652,832715,838955
13/9/2021,Tai Po,Mont Vert,9.88,TOWER 1 7/F Room B,7,TOWER 1,B,899,836589,836047
13/9/2021,Tai Po,Jade Plaza,4.47,BLOCK C 9/F Room 4,9,BLOCK C,4,394,835317,834865
13/9/2021,Tsuen Wan,Chelsea Court,8.58,TOWER B2--TOWER NORTH 5#/F Room F,5,TOWER B2--TOWER NORTH,F,614,830078,825288
13/9/2021,Ma Wan,Park Island,7.6,BLOCK 25 2#/F Room D,2,BLOCK 25,D,775,824274,823781
13/9/2021,Tseung Kwan O,Corinthia by the Sea,11.8,TOWER 6 1#/F Room D,1,TOWER 6,D,586,844794,818305
13/9/2021,Yuen Long,Palm Springs,11.5,NO. 6 CAMELIA PATH,,NO. 6 CAMELIA,PATH,1409,823403,838473
13/9/2021,Lohas Park District,Lohas Park,10,THE CAPITOL TOWER 5 6#/F Room RD,6,THE CAPITOL TOWER 5,RD,942,846065,817519
13/9/2021,Tseung Kwan O,Oscar By The Sea,8.58,BLOCK 6 5#/F Room C,5,BLOCK 6,C,695,845541,818678
13/9/2021,Tseung Kwan O,ALTO RESIDENCES,7.65,TOWER 6 2/F Room C,2,TOWER 6,C,404,844619,818214
13/9/2021,Tsuen Wan,Belvedere Garden,8.08,BLOCK 2 2#/F Room A,2,BLOCK 2,A,830,828337,825769
13/9/2021,Tseung Kwan O,The Wings,12.8,THE WINGS II TOWER 3A 2#/F Room D,2,THE WINGS II TOWER 3A,D,832,844793,818514
13/9/2021,Tsuen Wan,Luk Yeung Sun Chuen,7.32,BLOCK C 1#/F Room 6,1,BLOCK C,6,511,830462,826096
13/9/2021,Tung Chung,Coastal Skyline,11.05,BLOCK 8 1#/F Room B,1,BLOCK 8,B,1183,812330,816947
13/9/2021,Discovery Bay,Discovery Bay,4.55,GREENBURG COURT 4/F Room E,4,GREENBURG COURT,E,517,819093,818288
13/9/2021,Ma On Shan,Park Belvedere,8.28,TOWER 1 1#/F Room E,1,TOWER 1,E,805,842042,831196
13/9/2021,Tai Wo,Serenity Park,6.33,BLOCK 17 1#/F Room G,1,BLOCK 17,G,552,834499,834982
13/9/2021,Fan Ling,Flora Plaza,7.55,BLOCK 10 1#/F Room C,1,BLOCK 10,C,706,832571,838498
13/9/2021,Tseung Kwan O,Verbena Heights,6,BLOCK 1 7/F Room A,7,BLOCK 1,A,624,844397,820325
13/9/2021,Sheung Shui,Royal Green,5.95,TOWER 2 4#/F Room A,4,TOWER 2,A,508,831118,839478
13/9/2021,Tai Wai,Festival City,18.45,PHASE III TOWER 5 3#/F Room NB,3,PHASE III TOWER 5,NB,1273,836300,825800
13/9/2021,Sheung Shui,GreenPark Villa,8.2,BLOCK 2 8/F Room G,8,BLOCK 2,G,835,831760,839550
13/9/2021,Tsuen Wan,Bayview Garden,9,BLOCK 3 1#/F Room C,1,BLOCK 3,C,928,828255,825593
13/9/2021,ShaTin,The Cavaridge,35.84,TOWER 2 1#/F Room D,1,TOWER 2,D,1792,838770,830386
13/9/2021,ShaTin,The Cavaridge,134.35,HOUSE 59,,HOUSE,59,5374,838741,830319
13/9/2021,ShaTin,City One Shatin,5.88,BLOCK 51 2#/F Room A,2,BLOCK 51,A,395,838885,827316
13/9/2021,Yuen Long,Park Reach,3.6,3/F Room B,3,,B,211,821239,833181
13/9/2021,ShaTin,City One Shatin,8.25,BLOCK 12 2#/F Room A,2,BLOCK 12,A,605,838940,827620
13/9/2021,Yuen Long,Park Signature,7.95,TOWER 3 1#/F Room B,1,TOWER 3,B,633,820515,833030
13/9/2021,Tai Po,Tai Po Centre,5.88,PHASE 6 TOWER 15 2#/F Room B,2,PHASE 6 TOWER 15,B,498,835471,834808
13/9/2021,Tseung Kwan O,Wo Ming Court,5.05,WO CHEONG HOUSE--BLOCK C 1#/F Room 4,1,WO CHEONG HOUSE--BLOCK C,4,675,845630,819650
13/9/2021,Tin Shui Wai,Kingswood Villas,6.87,KENSWOOD BLOCK 4 1#/F Room B,1,KENSWOOD BLOCK 4,B,811,818020,835420
13/9/2021,Tuen Mun,Siu On Court,5.17,TING CHI HOUSE--BLOCK F 8/F Room 4,8,TING CHI HOUSE--BLOCK F,4,672,815669,827789
13/9/2021,Tseung Kwan O,Finery Park,6.7,BLOCK 1 1#/F Room H,1,BLOCK 1,H,554,844265,820542
13/9/2021,Tuen Mun,Blossom Garden,5.8,BLOCK 3 1#/F Room D,1,BLOCK 3,D,590,814869,829872
13/9/2021,Tsuen Wan,Ocean Pride,11.46,TOWER 3B 3#/F Room A,3,TOWER 3B,A,529,829312,825434
13/9/2021,Tsing Yi,Villa Esplanada,11.5,BLOCK 3 3#/F Room E,3,BLOCK 3,E,808,828947,824837
13/9/2021,ShaTin,Prima Villa,8.22,BLOCK 2 2#/F Room G,2,BLOCK 2,G,549,839040,826983
13/9/2021,Tsuen Wan,Tsuen Wan Centre,4.68,BLOCK 14--CHENGTU HOUSE 2#/F Room D,2,BLOCK 14--CHENGTU HOUSE,D,420,829188,826638
13/9/2021,Tai Po,Richwood Park,4.3,BLOCK 8 2/F Room B,2,BLOCK 8,B,411,838278,835945
13/9/2021,Fan Ling,Belair Monte,7.18,BLOCK 4 2#/F Room F,2,BLOCK 4,F,878,833005,840142
